,stock,date,time,heading,compound score
62,PVH,2020-10-13,02:05PM  ,Amazon Prime Day 2020 may send more retailers into the grave,-0.2263
63,PVH,2020-10-12,12:36PM  ,This holiday season will be like 'putting a rat down a boa's mouth': retail CEO,0.6369
64,PVH,2020-10-08,03:14PM  ,Tapestry Stock Has Tumbled in 2020. Why That Could Change.,0.0
65,PVH,2020-10-07,01:08PM  ,Levi's bets on 'casualization of the workplace' to get it back to pre-COVID 19 sales,0.0
66,PVH,2020-10-06,12:00PM  ,Installation Completed of the Worlds Most Powerful Solar Roof Currently Operating at PVH Europes State-of-the-Art Warehouse and Logistics Center,0.4754
67,PVH,2020-10-06,06:00AM  ,Fashions Forced Labor Test in Xinjiang,-0.4588
68,PVH,2020-10-02,11:30AM  ,PVH (PVH) Down 1.4% Since Last Earnings Report: Can It Rebound?,0.0
69,PVH,2020-10-01,12:01AM  ,Stefan and Manny Talk Transition at PVH,0.0
70,PVH,2020-09-30,06:55AM  ,Stefan Larsson Stepping Up as PVH CEO,0.0
71,PVH,2020-09-30,06:45AM  ,PVH Announces CEO Succession: Stefan Larsson To Become CEO With Manny Chirico To Remain Chairman,0.2023
72,PVH,2020-09-28,11:32AM  ,Do Hedge Funds Love PVH Corp (PVH)?,0.6369
73,PVH,2020-09-21,09:48AM  ,PVH Corp Up More Than 44% in 3 Months on Solid Online Show,0.1531
74,PVH,2020-09-17,09:10AM  ,American Eagle (AEO) Strong on Online Sales Amid Coronavirus,0.5106
75,PVH,2020-09-15,07:14PM  ,Analyst Report: PVH Corp.,0.0
76,PVH,2020-09-15,11:28AM  ,PVH Has Made a Turnaround on the Charts,0.0
77,PVH,2020-09-14,06:20PM  ,Analyst Report: PVH Corp.,0.0
78,PVH,2020-09-11,05:30AM  ,Apparel group urges US to lead multinational campaign against forced labour in Xinjiang,-0.4588
79,PVH,2020-09-10,01:31PM  ,Black Friday shopping like we all know it is officially over because of COVID-19,0.3612
80,PVH,2020-09-08,11:32AM  ,Abercrombie (ANF) Falls Back on Online Sales Amid Pandemic,0.0
81,PVH,2020-09-03,05:30PM  ,REFILE-US STOCKS-Tech tumble jams Wall Street into reverse; sharpest fall since June,0.0
82,PVH,2020-09-03,04:00PM  ,"US STOCKS-Wall St ends lower on tech sell-off, investors eye slow recovery",-0.296
83,PVH,2020-09-03,03:06PM  ,"US STOCKS-Tech leads Wall St sell-off, investors eye slow recovery",0.0
84,PVH,2020-09-03,02:18PM  ,Analyst Report: PVH Corp.,0.0
85,PVH,2020-09-03,01:45PM  ,"PVH Corp. Sees Big Opportunity in Intimates, Sportswear and Jeans Businesses",0.4215
86,PVH,2020-09-03,01:17PM  ,"US STOCKS-Wall St tumbles on tech selloff, recovery worries",-0.4215
87,PVH,2020-09-03,12:03PM  ,"US STOCKS-Wall St sinks on tech selloff, recovery worries",-0.4215
88,PVH,2020-09-03,10:45AM  ,"US STOCKS-Wall St tumbles as tech rally loses steam, economic data weighs",-0.3182
89,PVH,2020-09-03,09:36AM  ,PVH Corp (PVH) Beats Earnings & Revenue Estimates in Q2,0.0
90,PVH,2020-09-03,09:27AM  ,PVH Up 3% On Q2 Earnings Beat; Analyst Boosts PT,0.3182
91,PVH,2020-09-03,08:59AM  ,"US STOCKS-Wall St set to slip as tech rally pauses, jobless claims elevated",0.0
92,PVH,2020-09-03,06:47AM  ,US STOCKS-Futures slip as tech rally pauses; economic data awaited,-0.0258
93,PVH,2020-09-02,05:40PM  ,Calvin Klein and Tommy Hilfiger Are Feeling the Pressure As COVID-19 Spurs Retail Bankruptcies,-0.1779
94,PVH,2020-09-02,05:35PM  ,PVH (PVH) Q2 Earnings and Revenues Surpass Estimates,0.0
95,PVH,2020-09-02,05:21PM  ,"PVH Registers More Quarterly Losses, but Beats Wall Streets Expectations",-0.2475
96,PVH,2020-09-02,04:15PM  ,PVH Corp. Reports 2020 Second Quarter Results and Provides Business Update Relating to COVID-19 Pandemic,0.0
97,PVH,2020-09-02,02:04PM  ,Macy's will probably disappear before you know it: strategist,-0.2263
98,PVH,2020-09-01,10:18AM  ,Earnings Preview: PVH,0.0
99,PVH,2020-08-31,10:56AM  ,Is PVH Corp (PVH) Poised to Deliver Earnings Beat in Q2?,0.25
